Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
5/22/2020,West Piedmont,20-29,13,0,0
5/22/2020,Arlington,70-79,138,62,24
5/22/2020,Chickahominy,50-59,75,15,0
5/22/2020,Alleghany,40-49,19,0,0
5/22/2020,Prince William,50-59,882,117,5
5/22/2020,Mount Rogers,0-9,16,1,0
5/22/2020,Eastern Shore,0-9,10,1,0
5/22/2020,Thomas Jefferson,60-69,49,14,2
5/22/2020,Pittsylvania-Danville,70-79,10,7,0
5/22/2020,Chesterfield,80+,96,13,19
5/22/2020,Richmond,0-9,25,2,0
5/22/2020,Chesapeake,80+,33,12,6
5/22/2020,Peninsula,40-49,63,5,1
5/22/2020,Henrico,0-9,37,0,0
5/22/2020,Lenowisco,80+,0,0,0
5/22/2020,Piedmont,60-69,98,12,2
5/22/2020,West Piedmont,0-9,3,0,0
5/22/2020,Rappahannock Rapidan,70-79,26,6,4
5/22/2020,Central Shenandoah,70-79,76,23,11
5/22/2020,Chesapeake,30-39,75,3,0
5/22/2020,Chickahominy,0-9,5,0,0
5/22/2020,Prince William,0-9,151,3,0
5/22/2020,Eastern Shore,50-59,201,9,5
5/22/2020,Mount Rogers,50-59,41,3,0
5/22/2020,Loudoun,10-19,89,0,0
5/22/2020,Southside,80+,63,6,8
5/22/2020,Central Virginia,80+,5,2,0
5/22/2020,Rappahannock,Missing,12,0,0
5/22/2020,Rappahannock Rapidan,30-39,210,11,1
5/22/2020,New River,50-59,15,2,0
5/22/2020,Richmond,80+,24,12,7
5/22/2020,Mount Rogers,20-29,38,0,0
5/22/2020,Eastern Shore,20-29,127,2,0
5/22/2020,Hampton,10-19,7,0,0
5/22/2020,Portsmouth,0-9,2,1,0
5/22/2020,Crater,70-79,50,16,4
5/22/2020,Chesterfield,40-49,232,9,2
5/22/2020,Alexandria,Missing,5,0,0
5/22/2020,Southside,30-39,18,0,0
5/22/2020,Prince William,Missing,79,0,0
5/22/2020,Hampton,60-69,23,9,1
5/22/2020,Fairfax,20-29,1280,54,1
5/22/2020,Thomas Jefferson,0-9,6,1,0
5/22/2020,Lenowisco,40-49,5,2,0
5/22/2020,Central Virginia,10-19,12,1,0
5/22/2020,Lenowisco,70-79,5,3,1
5/22/2020,Crater,Missing,0,0,0
5/22/2020,Arlington,50-59,292,51,4
5/22/2020,Piedmont,70-79,36,12,2
5/22/2020,Alexandria,60-69,143,29,1
5/22/2020,Portsmouth,30-39,62,3,0
5/22/2020,Lenowisco,20-29,6,0,0
5/22/2020,Central Virginia,30-39,32,1,0
5/22/2020,Norfolk,10-19,16,1,0
5/22/2020,New River,10-19,3,0,0
5/22/2020,Central Virginia,20-29,26,2,0
5/22/2020,Rappahannock,50-59,185,28,1
5/22/2020,Rappahannock,60-69,110,33,4
5/22/2020,Piedmont,20-29,98,0,0
5/22/2020,New River,60-69,15,2,0
5/22/2020,Roanoke,40-49,17,0,0
5/22/2020,Three Rivers,20-29,70,1,0
5/22/2020,Rappahannock,40-49,213,25,2
5/22/2020,Portsmouth,80+,14,5,3
5/22/2020,Central Shenandoah,Missing,1,0,0
5/22/2020,Eastern Shore,70-79,41,9,4
5/22/2020,Mount Rogers,70-79,16,6,1
5/22/2020,Cumberland Plateau,70-79,2,0,0
5/22/2020,Piedmont,10-19,8,0,0
5/22/2020,Southside,20-29,24,2,0
5/22/2020,Chesterfield,50-59,197,17,1
5/22/2020,Rappahannock Rapidan,20-29,175,2,0
5/22/2020,Cumberland Plateau,60-69,4,1,0
5/22/2020,Roanoke,70-79,8,2,0
5/22/2020,Central Shenandoah,20-29,240,5,0
5/22/2020,Pittsylvania-Danville,80+,3,2,2
5/22/2020,Virginia Beach,80+,67,19,12
5/22/2020,Central Shenandoah,50-59,241,20,1
5/22/2020,Lenowisco,Missing,0,0,0
5/22/2020,Fairfax,30-39,1715,121,3
5/22/2020,Lenowisco,60-69,5,4,2
5/22/2020,Loudoun,30-39,316,13,0
5/22/2020,West Piedmont,80+,5,2,0
5/22/2020,Roanoke,80+,36,3,9
5/22/2020,Fairfax,40-49,1697,171,5
5/22/2020,Thomas Jefferson,80+,60,21,10
5/22/2020,Roanoke,20-29,17,0,0
5/22/2020,Henrico,60-69,174,30,20
5/22/2020,Lord Fairfax,40-49,157,5,1
5/22/2020,Western Tidewater,Missing,2,0,0
5/22/2020,Chickahominy,60-69,45,14,4
5/22/2020,Chesapeake,20-29,47,3,0
5/22/2020,Three Rivers,Missing,1,0,0
5/22/2020,Lenowisco,10-19,2,0,0
5/22/2020,Chesapeake,0-9,9,1,0
5/22/2020,Peninsula,50-59,98,15,2
5/22/2020,Cumberland Plateau,Missing,0,0,0
5/22/2020,Peninsula,60-69,98,26,3
5/22/2020,Lord Fairfax,30-39,157,9,0
5/22/2020,Virginia Beach,Missing,13,0,0
5/22/2020,Arlington,40-49,294,41,2
5/22/2020,West Piedmont,10-19,11,0,0
5/22/2020,Chickahominy,70-79,38,17,4
5/22/2020,Pittsylvania-Danville,20-29,8,0,0
5/22/2020,Loudoun,50-59,315,23,1
5/22/2020,Richmond,30-39,192,10,0
5/22/2020,Thomas Jefferson,Missing,0,0,0
5/22/2020,Rappahannock Rapidan,80+,19,11,4
5/22/2020,Lord Fairfax,Missing,1,0,0
5/22/2020,Cumberland Plateau,50-59,3,1,0
5/22/2020,Loudoun,Missing,10,0,0
5/22/2020,Southside,50-59,37,5,0
5/22/2020,Chesterfield,20-29,160,4,0
5/22/2020,Norfolk,70-79,18,13,2
5/22/2020,Alleghany,10-19,2,0,0
5/22/2020,Crater,80+,34,7,0
5/22/2020,Portsmouth,Missing,1,0,0
5/22/2020,Western Tidewater,10-19,6,0,0
5/22/2020,Chesterfield,10-19,93,0,0
5/22/2020,Southside,60-69,37,9,3
